date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred
2024-12-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-25 20:51:59,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
